SETPOINT,PV 1,PV 2,MV 1,MV 2,Outcome
32,16,34,39,42,1
32,16,34,39,41,1
32,16,34,39,41,1
32,16,34,39,40,1
32,15,34,38,40,1
32,15,34,38,41,1
32,15,34,38,41,1
32,15,34,37,41,1
32,15,34,37,40,1
32,14,34,37,41,1
32,14,34,37,43,1
32,14,34,36,43,1
32,15,34,36,43,1
32,15,34,36,41,1
32,14,34,35,40,1
32,13,33,35,41,1
32,12,33,36,51,1
32,13,33,35,50,1
32,15,33,35,48,1
32,15,33,35,44,1
32,15,33,35,41,1
32,14,33,35,39,1
32,14,33,35,41,1
32,13,33,34,44,2
32,11,33,34,49,2
32,12,33,34,50,2
32,13,32,36,55,2
32,16,32,35,46,2
32,16,32,35,41,2
32,16,32,35,39,2
32,16,32,35,38,2
32,14,32,35,39,2
32,12,32,35,44,2
32,13,32,35,48,2
32,14,32,35,48,2
32,15,32,35,46,2
32,15,32,35,42,2
32,15,32,35,40,2
32,15,32,35,40,2
32,14,32,35,39,2
32,12,32,35,41,2
32,12,32,35,47,2
32,13,32,35,49,2
32,15,32,35,44,2
32,15,32,35,41,2
32,15,32,35,40,2
32,15,32,35,39,2
32,13,32,35,40,2
32,12,32,35,46,2
32,12,32,35,49,2
32,13,32,35,48,2
32,14,32,35,46,2
32,15,32,35,42,2
32,15,32,35,40,2
32,15,32,33,40,2
32,14,32,35,39,2
32,12,32,35,43,2
32,12,31,36,50,2
32,14,31,36,50,2
32,15,31,36,47,2
32,16,31,36,42,2
32,16,31,36,40,2
32,15,31,36,39,2
32,14,31,36,40,2
32,12,31,37,43,2
32,13,31,37,49,2
32,14,31,37,50,2
32,16,31,37,47,2
32,16,31,37,41,2
32,16,31,37,41,2
32,16,31,37,41,2
32,16,31,38,40,2
32,15,32,35,34,2
32,14,31,37,41,2
32,12,31,38,43,2
32,12,31,38,51,2
32,13,31,38,52,2
32,15,31,38,50,2
32,16,31,38,45,2
32,17,31,38,43,2
32,17,31,39,41,2
32,17,31,39,40,2
32,16,31,39,41,2
32,15,32,38,39,2
32,13,32,38,41,2
32,14,32,38,46,2
32,15,32,40,50,2
32,16,31,41,47,2
32,17,32,35,38,2
32,17,32,39,40,2
32,16,32,39,40,2
32,15,32,39,42,2
32,13,32,39,47,2
32,14,32,39,49,2
32,16,32,39,46,2
32,16,32,39,43,2
32,17,32,39,42,2
32,17,32,39,40,2
32,16,32,39,40,2
32,16,32,39,41,2
32,15,32,39,41,2
32,13,32,39,43,2
32,13,32,39,48,2
32,14,32,39,51,2
32,16,32,39,48,2
32,16,32,39,45,2
32,17,32,39,43,2
32,17,32,39,41,2
32,16,32,39,40,2
32,16,32,39,41,2
32,15,32,39,43,2
32,13,32,39,46,2
32,13,32,39,51,2
32,14,32,39,51,2
32,16,32,39,46,2
32,17,32,39,43,2
32,17,32,39,41,2
32,17,32,39,40,2
32,16,32,39,40,2
32,14,32,39,42,2
32,14,32,39,46,2
32,15,32,39,48,2
32,16,32,39,45,2
32,16,32,39,43,2
32,16,32,39,42,2
32,17,32,39,42,2
32,16,32,39,40,2
32,14,32,39,41,2
32,14,32,39,45,2
32,15,32,39,48,2
32,16,32,39,47,2
32,16,32,39,44,2
32,16,32,39,42,2
32,16,32,39,41,2
32,16,32,39,41,2
32,16,32,39,41,2
32,16,32,39,41,2
32,15,32,39,41,2
32,13,32,39,47,2
32,13,32,39,51,2
32,15,32,39,49,2
32,16,32,39,45,2
32,17,32,39,43,2
32,17,32,39,41,2
32,17,32,39,40,2
32,15,32,39,40,2
32,14,32,39,42,2
32,13,32,39,48,2
32,15,32,39,51,2
32,16,32,39,47,2
32,17,32,39,44,2
32,17,32,39,42,2
32,17,32,39,41,2
32,16,32,39,41,2
32,14,32,39,44,2
32,13,32,39,49,2
32,15,32,39,49,2
32,16,32,39,45,2
32,17,32,39,43,2
32,17,32,39,41,2
32,17,32,39,40,2
32,16,32,39,40,2
32,14,32,39,42,2
32,13,32,39,48,2
32,14,32,39,51,2
32,15,32,39,49,2
32,16,32,39,45,2
32,17,32,39,43,2
32,17,32,39,41,2
32,16,32,39,40,2
32,15,32,39,40,2
32,13,32,39,43,2
32,14,32,39,49,2
32,15,32,39,49,2
32,16,32,39,46,2
32,17,32,39,41,2
32,17,32,39,40,2
32,16,32,39,39,2
32,15,32,39,41,2
32,13,32,39,46,2
32,14,32,39,51,2
32,15,32,39,49,2
32,16,32,39,45,2
32,17,32,39,43,2
32,17,32,39,41,2
32,16,32,39,40,2
32,15,32,39,40,2
32,14,32,39,43,2
32,14,32,39,48,2
8,15,32,31,42,3
8,14,32,28,35,3
8,12,32,23,30,3
8,11,32,20,30,3
8,9,32,17,28,3
8,7,32,13,28,3
8,6,31,10,27,3
8,4,31,7,26,3
8,3,31,3,25,3
8,1,30,5,31,3
8,0,30,0,29,3
8,0,28,2,32,3
8,0,26,0,30,3
8,0,25,0,34,3
8,0,23,0,31,3
8,0,21,0,32,3
8,0,20,0,31,3
8,0,18,0,33,3
8,0,17,0,32,3
8,0,16,0,33,3
8,0,14,4,32,3
8,0,13,1,32,3
8,0,12,0,32,3
8,0,10,3,35,3
8,0,9,3,37,3
8,0,8,4,38,3
8,0,7,4,39,3
8,1,6,8,41,3
8,2,6,3,43,3
8,2,6,4,34,3
8,1,7,2,34,3
8,0,6,3,38,3
8,0,6,4,42,3
8,0,5,6,45,3
8,2,4,10,47,3
8,3,4,7,43,3
8,4,5,6,36,3
8,3,5,7,37,3
8,2,6,7,37,3
8,1,6,7,43,3
8,0,6,8,46,3
8,2,5,10,49,3
8,4,6,7,48,3
8,5,6,9,41,3
8,4,7,6,39,3
8,3,7,9,38,3
8,2,8,5,43,3
8,3,8,8,44,3
8,4,8,8,45,3
8,4,9,6,42,3
8,4,9,7,37,3
8,3,9,7,38,3
8,2,10,5,40,3
8,2,10,6,42,3
8,1,10,5,45,3
8,1,9,8,51,3
8,4,9,6,44,3
8,5,9,6,37,3
8,3,10,5,33,3
8,2,10,4,36,3
8,1,10,4,40,3
8,0,10,4,43,3
8,0,9,6,45,3
8,2,8,9,45,3
8,3,8,5,43,3
8,4,9,4,38,3
8,3,9,4,34,3
8,1,9,4,35,3
8,1,9,2,39,3
8,0,9,3,46,3
8,1,8,5,44,3
8,2,8,4,42,3
8,3,8,4,37,3
8,3,8,4,35,3
8,1,9,2,33,3
8,1,9,3,40,3
8,1,8,4,42,3
8,1,8,4,42,3
8,1,7,5,44,3
8,2,7,5,44,3
8,3,7,5,42,3
8,3,7,5,38,3
8,2,8,2,37,3
8,1,8,4,39,3
8,1,7,4,43,3
8,2,7,5,46,3
8,4,7,5,42,3
8,4,8,4,38,3
8,2,8,5,34,3
8,1,8,5,37,3
8,1,8,6,41,3
8,1,8,5,45,3
8,3,8,5,41,3
8,2,8,5,37,3
8,1,8,5,41,3
8,1,8,5,44,3
8,2,8,5,43,3
8,3,8,5,39,3
8,3,9,0,37,3
8,2,9,4,36,3
8,1,9,4,40,3
8,1,9,4,42,3
8,1,8,6,42,3
8,2,8,4,41,3
8,2,8,4,39,3
8,1,9,3,35,3
8,0,8,6,41,3
8,0,8,4,44,3
8,0,7,5,51,3
8,3,6,6,47,3
8,4,7,1,43,3
8,4,7,5,36,3
8,2,7,6,36,3
8,1,8,5,38,3
8,1,8,5,44,3
8,2,8,5,43,3
8,3,8,5,39,3
8,3,8,5,37,3
8,1,8,5,39,3
8,1,9,4,41,3
8,1,8,5,49,3
8,1,8,5,45,4
8,3,8,5,44,4
8,4,8,5,39,4
8,3,9,1,37,4
8,2,9,4,35,4
8,1,9,4,38,4
8,1,9,4,42,4
8,1,8,9,42,4
8,3,8,4,45,4
8,3,9,4,39,4
8,2,9,3,31,4
8,0,9,3,37,4
8,0,9,3,42,4
8,1,8,4,44,4
8,2,7,5,43,4
8,3,7,5,39,4
8,3,7,5,37,4
8,2,8,4,35,4
8,1,8,4,38,4
8,1,8,4,41,4
8,1,8,4,42,4
8,2,7,6,48,4
8,4,8,0,40,4
8,3,8,4,35,4
8,2,8,4,36,4
8,1,9,2,38,4
8,0,8,3,41,4
8,1,8,4,46,4
8,2,8,4,43,4
8,3,8,4,39,4
8,3,8,4,36,4
8,1,9,2,35,4
8,1,9,3,40,4
8,0,8,4,43,4
8,0,7,9,51,4
8,2,7,5,45,4
8,4,7,5,39,4
8,4,7,5,35,4
8,2,8,1,33,4
8,1,8,5,39,4
8,1,8,5,42,4
8,0,7,5,43,4
8,1,7,5,47,4
8,3,7,7,48,4
8,4,7,6,40,4
8,4,7,6,37,4
8,2,8,4,37,4
8,1,8,5,39,4
8,1,8,5,42,4
8,0,8,5,45,4
8,2,7,7,47,4
8,3,7,6,45,4
8,4,8,5,41,4
8,3,8,6,37,4
8,2,9,3,37,4
8,1,9,5,43,4
8,0,8,8,49,4
8,1,7,8,47,4
8,3,7,6,44,4
8,4,8,5,38,4
8,3,8,5,37,4
8,2,9,3,39,4
8,1,9,5,41,4
8,1,9,4,44,4
8,1,8,6,44,4
8,2,8,5,46,4
8,3,8,5,44,4
8,4,8,5,39,4
8,3,8,5,36,4
8,2,9,4,36,4
8,1,9,4,38,4
8,1,9,4,42,4
8,2,9,4,43,4
8,3,9,4,41,4
8,2,9,4,36,4
8,1,9,3,38,4
8,1,9,3,41,4
8,2,9,3,38,4
8,2,9,3,37,4
8,1,9,3,37,4
8,1,9,3,39,4
8,1,8,6,40,4
8,2,8,3,41,4
8,2,8,3,38,4
8,2,8,3,37,4
8,1,8,3,37,4
8,0,8,3,40,4
8,1,7,5,41,4
8,2,7,4,42,4
8,2,7,4,39,4
8,2,7,4,38,4
8,1,8,4,39,4
8,1,7,4,41,4
8,2,7,5,48,4
8,3,7,5,42,4
8,3,8,5,35,4
8,2,8,4,36,4
8,1,8,4,40,4
8,1,8,4,42,4
8,2,8,4,41,4
8,2,8,4,39,4
8,2,8,4,37,4
8,1,8,4,38,4
8,1,8,4,42,4
8,1,8,4,42,4
8,2,8,4,41,4
8,3,8,4,39,4
8,2,8,4,37,4
8,1,9,4,38,4
8,1,8,5,39,4
8,1,8,4,42,4
8,2,7,6,42,4
8,3,8,5,41,4
8,2,8,4,31,4
8,1,8,4,35,4
8,1,8,4,39,4
8,1,8,4,41,4
8,0,7,6,46,4
8,1,6,5,45,4
8,3,7,6,42,4
8,4,7,6,38,4
8,3,7,6,37,4
8,1,8,5,38,4
8,1,8,5,43,4
8,2,7,6,49,4
8,4,7,6,42,4
8,4,8,5,33,4
8,3,8,6,35,4
8,1,9,0,38,4
8,1,9,5,40,4
8,2,8,6,46,4
8,3,8,5,43,4
8,3,8,5,39,4
8,2,9,4,37,4
8,1,9,4,37,4
8,1,9,4,43,4
8,1,8,5,44,4
8,0,8,5,46,4
8,2,7,6,47,4
8,4,7,6,42,4
8,4,8,5,36,4
8,3,8,5,36,4
8,2,9,1,38,4
8,1,9,4,41,4
8,1,9,4,43,4
8,1,8,6,43,4
8,1,8,5,45,4
8,2,8,5,45,4
8,3,8,5,41,4
8,3,8,5,38,4
8,2,9,4,36,4
8,1,9,4,38,4
8,1,9,4,42,4
8,1,8,5,42,4
8,1,8,4,43,4
8,1,8,4,44,4
8,3,8,4,44,4
8,3,8,4,37,4
8,3,8,4,36,4
8,2,9,3,36,4
8,1,9,3,41,4
8,1,8,6,48,4
8,1,8,4,43,4
8,1,7,4,44,4
8,2,7,5,46,4
20,3,7,8,45,5
20,4,8,5,44,5
20,5,8,11,43,5
20,6,8,13,43,5
20,6,9,14,38,5
20,5,9,16,42,5
20,4,10,16,48,5
20,5,10,18,52,5
20,7,10,20,53,5
20,9,11,20,46,5
20,10,11,22,45,5
20,10,12,22,43,5
20,11,12,24,42,5
20,11,13,24,40,5
20,10,13,25,42,5
20,10,14,24,41,5
20,10,14,26,44,5
20,11,14,27,45,5
20,11,15,27,42,5
20,12,15,28,43,5
20,12,16,25,38,5
20,11,16,29,41,5
20,9,16,29,45,5
20,10,17,29,49,5
20,11,17,29,48,5
20,13,17,30,46,5
20,13,18,29,40,5
20,13,18,30,41,5
20,13,18,30,41,5
20,12,19,30,41,5
20,10,19,30,42,5
20,11,19,30,47,5
20,12,19,30,47,5
20,12,20,29,46,5
20,13,20,30,43,5
20,14,20,30,41,5
20,14,20,30,38,5
20,12,21,29,38,5
20,11,21,29,41,5
20,10,21,29,45,5
20,10,21,28,46,5
20,11,22,28,44,5
20,12,22,27,41,5
20,12,22,27,39,5
20,12,22,27,38,5
20,11,22,26,38,5
20,9,22,26,41,5
20,9,22,26,47,5
20,9,22,25,47,5
20,10,23,23,48,5
20,11,23,24,42,5
20,11,23,24,38,5
20,11,23,23,36,5
20,9,23,23,36,5
20,7,23,22,40,5
20,7,23,22,44,5
20,8,23,21,45,5
20,8,23,21,45,5
20,9,23,20,44,5
20,9,23,20,40,5
20,9,23,20,39,5
20,8,23,19,38,5
20,7,23,19,41,5
20,6,23,18,43,5
20,6,23,18,45,5
20,7,23,17,42,5
20,7,23,17,41,5
20,7,23,16,40,5
20,7,23,16,39,5
20,5,23,15,40,5
20,5,23,15,44,5
20,6,23,15,45,5
20,7,23,14,42,5
20,6,23,14,39,5
20,6,23,13,39,5
20,5,23,13,40,5
20,3,23,12,42,5
20,3,23,12,45,5
20,4,23,11,46,5
20,5,23,11,45,5
20,6,23,11,42,5
20,5,23,10,37,5
20,5,23,10,38,5
20,3,22,10,41,5
20,2,22,10,44,5
20,3,22,9,46,5
20,4,22,9,43,5
20,4,22,9,41,5
20,5,22,8,39,5
20,5,22,8,37,5
20,3,22,8,38,5
20,2,22,8,39,5
20,1,22,7,43,5
20,1,21,8,50,5
20,2,20,11,49,5
20,4,20,8,47,5
20,5,20,8,43,5
20,5,20,8,39,5
20,5,20,8,38,5
20,4,20,8,38,5
20,3,20,8,38,5
20,2,20,8,41,5
20,3,20,8,45,5
20,4,20,8,45,5
20,4,20,8,40,5
20,4,20,8,40,5
20,4,20,8,39,5
20,3,20,8,40,5
20,2,20,8,43,5
20,2,20,8,45,5
20,3,19,9,47,5
20,4,19,9,42,5
20,5,19,9,40,5
20,5,19,10,39,5
20,4,19,10,39,5
20,3,19,10,40,5
20,2,19,10,44,5
20,3,19,10,46,5
20,4,19,10,44,5
20,5,19,10,42,5
20,5,19,11,41,5
20,5,19,11,41,6
20,5,19,11,39,6
20,4,19,11,38,6
20,3,19,13,38,6
20,3,19,11,46,6
20,4,19,11,45,6
20,5,19,12,43,6
20,6,19,12,42,6
20,6,19,12,39,6
20,6,20,11,36,6
20,4,20,11,40,6
20,3,20,11,43,6
20,4,20,11,45,6
20,4,20,11,43,6
20,5,20,11,42,6
20,5,20,11,41,6
20,6,20,11,41,6
20,6,20,11,37,6
20,4,20,11,38,6
20,3,20,11,41,6
20,3,20,11,44,6
20,4,20,11,45,6
20,5,20,11,44,6
20,6,20,11,42,6
20,6,20,11,40,6
20,5,20,11,37,6
20,4,20,11,38,6
20,3,20,11,44,6
20,3,20,11,45,6
20,4,20,11,45,6
20,5,20,11,43,6
20,6,20,11,41,6
20,6,20,11,38,6
20,5,20,11,37,6
20,4,20,11,41,6
20,2,20,11,44,6
20,3,20,11,48,6
20,4,20,11,45,6
20,5,20,11,43,6
20,6,20,11,40,6
20,6,20,11,38,6
20,5,20,11,38,6
20,4,20,11,39,6
20,3,20,11,41,6
20,3,20,11,46,6
20,4,20,11,47,6
20,5,20,11,45,6
20,6,20,11,43,6
20,6,20,11,39,6
20,5,20,11,38,6
20,4,20,11,41,6
20,3,20,11,44,6
20,2,20,11,49,6
20,4,20,11,47,6
20,5,20,11,44,6
20,6,20,11,41,6
20,6,20,11,39,6
20,6,20,11,38,6
20,5,20,11,38,6
20,3,20,11,41,6
20,3,20,11,45,6
20,4,20,11,47,6
20,5,20,11,45,6
20,6,20,11,43,6
20,6,20,11,41,6
20,6,20,11,38,6
20,5,20,11,37,6
20,3,20,11,39,6
20,3,20,11,43,6
20,4,20,11,45,6
20,5,20,11,44,6
20,5,20,11,43,6
20,5,20,11,40,6
20,6,20,11,38,6
20,5,20,11,39,6
20,3,20,11,42,6
20,3,20,11,45,6
20,4,20,11,45,6
20,5,20,11,44,6
20,6,20,11,41,6
20,6,20,11,39,6
20,5,20,11,37,6
20,4,20,11,39,6
20,3,20,11,43,6
20,3,20,11,47,6
20,3,20,11,48,6
20,5,20,11,46,6
20,6,20,11,43,6
20,6,20,11,39,6
20,6,20,11,38,6
20,4,20,11,38,6
20,3,20,11,41,6
20,3,20,11,45,6
20,4,20,11,48,6
20,5,20,11,46,6
20,6,20,11,43,6
20,6,20,11,38,6
20,5,20,11,38,6
20,4,20,11,41,6
20,3,20,11,44,6
20,3,20,11,46,6
20,4,20,11,46,6
20,5,20,11,44,6
20,6,20,11,41,6
20,6,20,11,38,6
20,5,20,11,37,6
20,4,20,11,40,6
20,3,20,11,44,6
20,4,20,11,45,6
20,5,20,11,44,6
20,5,20,11,42,6
20,6,20,11,41,6
20,6,20,11,39,6
20,4,20,11,38,6
20,3,20,11,41,6
20,3,20,11,44,6
20,4,20,11,45,6
20,5,20,11,44,6
20,6,20,11,42,6
20,6,20,11,37,6
20,4,20,11,40,6
20,3,20,11,43,6
20,3,20,11,45,6
20,3,20,11,46,6
20,4,20,11,45,6
20,5,20,11,43,6
20,6,20,11,41,6
20,5,20,11,38,6
20,5,20,11,41,6
20,5,20,11,41,6
20,5,20,11,41,6
20,5,20,11,41,6
20,3,20,11,41,6
20,3,20,11,44,6
20,4,20,11,46,6
20,5,20,11,45,6
20,6,20,11,42,6
20,6,20,11,40,6
20,5,20,11,38,6
20,4,20,11,38,6
20,3,20,11,41,6
20,4,20,11,43,6
20,5,20,11,43,6
20,5,20,11,41,6
20,6,20,11,40,6
20,5,20,11,39,6
20,3,20,11,42,6
20,3,20,11,45,6
20,4,20,11,45,6
20,5,20,11,44,6
20,6,20,11,41,6
20,6,20,11,38,6
20,5,20,11,37,6
20,3,20,11,41,6
20,3,20,11,44,6
20,4,20,11,45,6
20,5,20,11,43,6
20,5,20,11,41,6
20,6,20,11,41,6
20,5,20,11,37,6
20,4,20,11,38,6
20,3,20,11,41,6
20,4,20,11,44,6
20,5,20,11,44,6
20,5,20,11,43,6
20,6,20,11,39,6
32,5,20,14,41,1
32,4,20,16,47,1
32,4,20,18,53,1
32,6,20,19,54,1
32,8,20,21,51,1
32,10,20,23,48,1
32,11,20,25,45,1
32,12,20,27,43,1
32,12,21,25,43,1
32,12,21,29,43,1
32,13,21,31,44,1
32,13,21,33,45,1
32,14,22,30,45,1
32,15,22,35,43,1
32,15,22,36,44,1
32,15,22,38,43,1
32,16,23,36,45,1
32,16,23,40,44,1
32,16,23,41,45,1
32,17,23,43,46,1
32,18,24,43,47,1
32,19,24,45,44,1
32,19,24,46,44,1
32,19,25,43,39,1
32,19,25,47,43,1
32,17,25,48,49,1
32,17,25,49,54,1
32,19,26,49,48,1
32,20,26,51,49,1
32,21,26,52,47,1
32,22,26,52,46,1
32,22,27,52,43,1
32,22,27,53,43,1
32,22,27,54,44,1
32,22,28,54,39,1
32,22,28,55,43,1
32,22,28,55,44,1
32,22,29,52,44,1
32,23,29,55,44,1
32,23,29,56,44,1
32,23,29,56,43,1
32,23,30,54,42,1
32,23,30,56,41,1
32,21,30,57,42,1
32,22,30,57,49,1
32,23,31,56,46,1
32,23,31,57,43,1
32,23,31,57,43,1
32,23,31,57,43,1
32,23,32,56,40,1
32,22,32,56,41,1
32,20,32,56,46,1
32,21,32,56,50,1
32,22,32,56,49,1
32,23,32,56,46,1
32,23,33,55,43,1
32,24,33,56,41,1
32,23,33,55,40,1
32,22,33,55,40,1
32,22,33,55,43,1
32,22,33,55,43,1
32,22,34,51,43,1
32,22,34,54,41,1
32,22,34,53,41,1
32,21,34,53,41,1
32,18,34,53,47,1
32,19,34,53,50,1
32,20,34,52,48,1
32,21,34,52,46,1
32,22,34,52,43,1
32,22,34,51,40,1
32,21,34,51,40,1
32,20,34,51,42,1
32,20,34,52,39,1
32,18,35,49,40,1
32,17,35,49,46,1
32,18,35,49,51,1
32,19,35,48,48,1
32,20,35,48,44,1
32,20,35,47,42,1
32,20,35,47,40,1
32,19,35,46,39,1
32,19,35,46,41,1
32,18,35,45,40,1
32,16,35,45,42,1
32,16,35,45,46,1
32,17,35,44,48,1
32,18,35,44,47,1
32,18,35,43,42,1
32,18,35,43,41,1
32,18,35,42,40,1
32,17,35,42,39,1
32,17,35,41,42,1
32,16,35,41,41,1
32,16,35,40,42,1
32,16,35,40,42,1
32,16,34,42,48,1
32,17,34,40,43,1
32,17,34,40,40,1
32,16,34,39,40,1
32,15,34,39,41,1
32,14,34,39,44,1
32,14,34,38,47,1
32,15,34,38,47,1
32,16,34,38,44,1
32,16,34,38,41,1
32,16,34,37,40,1
32,15,34,37,39,1
32,13,34,37,45,1
32,13,34,36,48,1
32,14,34,36,46,1
32,15,34,36,42,1
32,15,34,41,41,1
32,15,33,37,42,1
32,15,33,36,40,1
32,14,33,36,41,1
32,12,33,36,46,1
32,13,33,35,49,1
32,14,33,35,47,1
32,15,33,35,43,1
32,15,33,35,41,1
32,15,33,35,40,2
32,14,33,35,39,2
32,12,33,34,42,2
32,11,33,34,47,2
32,12,33,34,50,2
32,14,33,34,49,2
32,15,32,36,45,2
32,15,32,35,43,2
32,15,32,35,41,2
32,15,32,35,40,2
32,13,32,35,44,2
32,12,32,35,48,2
32,13,32,35,49,2
32,14,32,35,47,2
32,15,32,35,43,2
32,15,32,35,40,2
32,15,32,35,40,2
32,14,32,35,39,2
32,13,32,35,43,2
32,12,32,35,47,2
32,13,32,35,49,2
32,14,32,35,49,2
32,15,32,35,45,2
32,15,32,35,41,2
32,15,32,35,40,2
32,14,32,35,40,2
32,13,32,35,40,2
32,12,32,35,45,2
32,13,32,35,48,2
32,14,32,35,46,2
32,15,32,35,42,2
32,15,31,34,39,2
32,15,32,34,39,2
32,14,32,35,39,2
32,12,32,34,42,2
32,12,31,36,49,2
32,13,31,36,49,2
32,14,31,36,47,2
32,15,31,36,43,2
32,16,31,36,41,2
32,16,31,36,39,2
32,14,31,36,40,2
32,13,31,37,44,2
32,14,31,37,48,2
32,15,31,37,47,2
32,16,31,37,45,2
32,16,31,37,42,2
32,16,31,37,41,2
32,15,31,37,40,2
32,13,31,38,41,2
32,13,31,38,47,2
32,15,31,38,50,2
32,16,31,38,44,2
32,17,31,38,42,2
32,17,31,38,40,2
32,16,32,37,37,2
32,15,32,38,40,2
32,15,32,38,42,2
32,13,32,38,44,2
32,12,32,38,50,2
32,13,31,40,55,2
32,16,31,39,51,2
32,16,31,39,46,2
32,17,32,39,43,2
32,17,32,38,39,2
32,16,32,38,40,2
32,14,32,38,41,2
32,14,32,38,45,2
32,15,32,38,48,2
32,16,32,38,46,2
32,16,32,38,43,2
32,16,32,38,42,2
32,16,32,38,42,2
32,14,32,38,43,2
32,14,32,38,47,2
32,14,32,38,48,2
32,16,32,38,45,2
32,16,32,38,43,2
32,16,32,38,42,2
32,16,32,38,42,2
32,16,32,38,41,2
32,16,32,38,41,2
32,16,32,38,41,2
32,16,32,38,40,2
32,16,32,38,40,2
32,14,32,38,41,2
32,13,32,38,46,2
32,14,32,38,50,2
32,15,32,38,49,2
32,16,32,38,44,2
32,16,32,38,42,2
32,17,32,38,42,2
32,16,32,38,40,2
32,14,32,38,44,2
32,14,32,38,48,2
32,15,32,38,48,2
32,16,32,38,44,2
32,16,32,38,42,2
32,16,32,38,42,2
32,16,32,38,42,2
32,15,32,38,41,2
32,15,32,38,43,2
32,15,32,38,43,2
32,15,32,38,43,2
32,16,32,38,43,2
32,16,32,38,41,2
32,16,32,38,41,2
32,15,32,38,41,2
32,15,32,38,42,2
32,15,32,38,42,2
32,15,32,38,42,2
32,15,32,38,42,2
32,16,32,38,43,2
32,15,32,38,41,2
32,14,32,38,44,2
32,13,32,38,50,2
32,14,32,38,50,2
32,15,32,38,47,2
32,16,32,38,43,2
32,17,32,38,41,2
32,17,32,38,40,2
32,16,32,38,40,2
32,14,32,38,42,2
32,13,32,38,46,2
32,14,32,38,51,2
32,15,32,38,48,2
32,17,32,38,44,2
32,16,32,38,42,2
32,17,32,38,41,2
32,16,32,38,40,2
32,15,32,38,40,2
32,13,32,38,43,2
32,14,32,38,48,2
32,15,32,38,49,2
32,16,32,38,45,2
32,16,32,38,43,2
32,17,32,38,42,2
32,16,32,38,41,2
32,15,32,38,41,2
32,14,32,38,45,2
32,13,32,38,51,2
32,15,32,38,48,2
32,16,32,38,44,2
32,17,32,38,42,2
32,16,32,38,41,2
32,16,32,38,42,2
32,15,32,38,42,2
32,13,32,38,45,2
32,14,32,38,51,2
32,16,32,38,50,2
32,17,32,38,43,2
32,17,32,38,41,2
32,17,32,38,40,2
32,16,32,38,40,2
32,14,32,38,42,2
32,14,32,38,46,2
32,14,32,38,47,2
32,15,32,38,45,2
32,16,32,38,43,2
32,16,32,38,42,2
32,16,32,38,41,2
32,16,32,38,41,2
32,16,32,38,41,2
32,16,32,38,40,2
32,15,32,38,41,2
32,15,32,38,42,2
8,15,32,30,36,3
8,13,32,27,31,3
8,12,32,23,29,3
8,10,32,19,28,3
8,8,32,16,27,3
8,7,32,12,26,3
8,5,31,10,28,3
8,3,31,6,26,3
8,2,31,2,25,3
8,1,30,1,30,3
8,0,29,2,30,3
8,0,27,0,30,3
8,0,26,0,30,3
8,0,24,0,30,3
8,0,22,0,30,3
8,0,21,0,30,3
8,0,19,3,32,3
8,0,18,0,30,3
8,0,16,0,34,3
8,0,15,2,31,3
8,0,14,0,31,3
8,0,12,2,32,3
8,0,11,4,34,3
8,0,10,2,33,3
8,0,9,2,33,3
8,0,8,2,33,3
8,0,7,2,34,3
8,0,6,4,36,3
8,0,5,5,39,3
8,0,4,6,43,3
8,1,3,11,41,3
8,2,3,7,41,3
8,3,4,7,38,3
8,2,4,8,37,3
8,2,5,7,37,3
8,1,5,8,43,3
8,1,5,8,46,3
8,2,5,9,47,3
8,4,5,9,44,3
8,5,6,9,35,3
8,3,7,9,39,3
8,3,7,9,38,3
8,2,7,9,41,3
8,1,8,8,42,3
8,3,8,8,48,3
8,4,8,8,45,3
8,4,8,8,41,3
8,3,9,7,39,3
8,2,9,8,39,3
8,2,9,7,44,3
8,3,10,3,39,3
8,3,10,6,39,3
8,2,10,6,40,3
8,1,10,6,44,3
8,2,10,5,43,3
8,3,10,5,40,3
8,4,11,0,37,3
8,2,11,4,35,3
8,1,11,3,38,3
8,1,11,3,40,3
8,0,10,4,47,3
8,1,9,5,44,3
8,2,9,3,43,3
8,3,9,3,38,3
8,3,9,3,35,3
8,1,10,3,35,3
8,1,10,2,35,3
8,1,9,3,45,3
8,2,8,4,40,3
8,2,9,0,39,3
8,2,9,2,34,3
8,1,9,2,35,3
8,0,9,2,39,3
8,1,8,3,40,3
8,1,7,6,44,3
8,0,7,4,43,3
8,2,6,5,44,3
8,3,6,5,40,3
8,3,7,5,37,3
8,2,7,4,36,3
8,1,7,5,39,3
8,1,7,5,43,3
8,2,7,5,42,3
8,2,7,5,41,3
8,3,7,5,39,3
8,2,8,3,37,3
8,1,8,5,37,3
8,1,8,5,42,3
8,2,7,6,46,3
8,4,7,6,41,3
8,3,8,4,37,3
8,2,8,5,35,3
8,1,8,5,38,3
8,1,8,5,42,3
8,2,8,5,43,3
8,3,8,5,41,3
8,2,9,5,37,3
8,1,9,4,40,3
8,1,9,4,42,3
8,2,8,6,46,3
8,3,8,5,39,3
8,3,9,0,35,3
8,2,9,4,35,3
8,1,9,4,37,3
8,1,9,4,41,3
8,1,9,3,41,3
8,0,8,5,48,3
8,2,7,4,45,3
8,3,8,4,36,3
8,2,8,4,36,3
8,1,8,4,38,3
8,1,8,4,41,3
8,0,8,4,42,3
8,2,7,5,48,3
8,3,7,5,44,3
