SETPOINT,PV 1,PV 2,MV 1,MV 2,Outcome
8,1,8,2,37,3
8,0,8,2,39,3
8,1,7,4,40,3
8,1,7,3,41,3
8,2,6,9,38,3
8,2,7,3,34,3
8,1,7,4,38,3
8,1,7,4,41,3
8,1,6,5,45,3
8,2,6,5,43,3
8,3,6,5,37,3
8,2,7,5,36,3
8,1,7,5,40,3
8,1,7,5,43,3
8,2,7,5,43,3
8,3,7,6,41,3
8,3,8,6,37,3
8,1,8,5,39,3
8,1,8,5,43,3
8,2,8,5,43,3
8,3,8,5,41,3
8,2,8,5,38,3
8,1,9,1,37,3
8,1,8,9,42,3
8,1,8,5,43,3
8,2,8,5,44,3
8,3,8,5,41,3
8,2,8,5,38,3
8,1,8,5,43,3
8,2,8,5,43,3
8,3,8,5,41,3
8,3,9,0,38,3
8,2,9,4,35,3
8,1,9,4,39,3
8,1,9,4,42,3
8,2,9,4,40,3
8,2,9,4,38,3
8,1,9,3,38,3
8,1,9,3,41,3
8,2,8,5,41,3
8,2,8,4,39,3
8,2,8,4,36,3
8,1,9,3,36,3
8,1,9,3,40,3
8,1,8,4,45,4
8,0,7,6,42,4
8,2,7,4,47,4
8,3,7,5,40,4
8,3,7,5,37,4
8,3,8,2,37,4
8,1,8,4,37,4
8,1,8,4,42,4
8,2,8,4,43,4
8,2,8,3,38,4
8,2,8,4,37,4
8,1,8,4,40,4
8,1,8,4,42,4
8,2,8,4,43,4
8,2,7,6,41,4
8,3,8,4,35,4
8,1,8,4,38,4
8,1,8,4,42,4
8,2,8,4,42,4
8,2,8,4,41,4
8,2,8,4,39,4
8,2,8,4,37,4
8,1,8,6,41,4
8,1,8,4,43,4
8,1,8,4,43,4
8,1,7,5,48,4
8,3,7,5,45,4
8,3,7,5,40,4
8,3,8,4,35,4
8,2,8,5,37,4
8,1,9,2,41,4
8,1,8,5,44,4
8,2,8,5,43,4
8,3,8,5,40,4
8,2,9,3,34,4
8,1,9,4,39,4
8,1,9,4,41,4
8,1,8,5,46,4
8,1,8,4,43,4
8,2,7,5,44,4
8,3,7,5,41,4
8,3,8,4,36,4
8,2,8,5,37,4
8,1,8,5,40,4
8,1,8,5,43,4
8,2,8,5,44,4
8,3,8,5,37,4
8,2,8,5,36,4
8,1,9,4,37,4
8,1,9,4,41,4
8,0,8,4,47,4
8,1,7,8,46,4
8,3,7,5,43,4
8,4,7,5,39,4
8,3,8,3,30,4
8,2,8,5,36,4
8,1,8,5,40,4
8,1,8,5,43,4
8,3,8,5,43,4
8,3,8,5,37,4
8,2,8,5,38,4
8,1,8,5,38,4
8,1,8,5,44,4
8,2,8,5,43,4
8,3,8,4,42,4
8,2,8,5,37,4
8,1,8,5,40,4
8,1,8,5,43,4
8,2,8,5,43,4
8,3,8,5,41,4
8,2,8,5,38,4
8,1,9,4,39,4
8,1,9,4,42,4
8,1,8,9,42,4
8,2,8,4,43,4
8,3,8,4,40,4
8,1,9,2,37,4
8,1,9,3,41,4
8,1,8,9,48,4
8,2,8,4,43,4
8,3,8,4,39,4
8,2,9,2,37,4
8,1,9,3,39,4
8,0,9,3,42,4
8,0,8,4,46,4
8,2,7,5,49,4
8,4,7,4,42,4
8,4,8,2,37,4
8,3,8,4,33,4
8,1,8,4,36,4
8,1,8,4,42,4
8,0,8,4,43,4
8,1,7,8,48,4
8,3,7,5,44,4
8,3,7,5,39,4
8,3,8,3,38,4
8,1,8,4,40,4
8,1,8,4,43,4
8,1,8,4,43,4
8,1,7,7,44,4
8,2,7,5,46,4
8,3,7,5,44,4
8,4,8,6,39,4
8,3,8,5,35,4
8,1,8,5,39,4
8,1,8,9,38,4
8,0,8,5,44,4
8,1,7,7,45,4
8,3,7,6,44,4
8,4,7,6,38,4
8,3,8,5,35,4
8,1,8,5,39,4
8,1,8,5,42,4
8,0,8,5,44,4
8,1,7,7,47,4
8,3,7,6,43,4
8,4,7,6,39,4
8,4,8,5,35,4
8,2,8,6,37,4
8,1,9,0,41,4
8,0,8,10,43,4
8,1,8,5,48,4
8,3,7,6,46,4
8,4,8,4,41,4
8,5,8,6,38,4
8,3,8,6,36,4
8,2,9,4,38,4
8,1,9,5,42,4
8,0,9,5,44,4
8,1,8,7,47,4
8,2,8,5,45,4
8,4,8,5,42,4
8,4,9,3,39,4
8,2,9,4,37,4
8,1,9,4,41,4
8,1,9,4,43,4
8,1,9,4,43,4
8,1,8,4,43,4
8,2,8,5,47,4
8,3,8,4,43,4
8,3,9,4,35,4
8,2,9,4,37,4
8,1,9,4,40,4
8,1,9,3,42,4
8,2,8,5,42,4
8,2,9,1,42,4
8,2,9,3,38,4
8,1,9,3,40,4
8,1,9,3,41,4
8,1,8,4,43,4
8,1,8,4,42,4
8,1,7,5,44,4
8,2,7,4,41,4
8,3,8,3,35,4
8,2,8,4,36,4
8,1,8,4,39,4
8,1,8,4,42,4
8,2,8,4,42,4
8,2,8,4,39,4
8,2,8,4,38,4
8,1,8,4,40,4
8,1,8,4,42,4
8,2,7,6,41,4
8,2,8,1,40,4
8,2,8,4,37,4
8,1,8,4,40,4
8,1,8,4,42,4
8,2,8,4,42,4
20,3,7,9,48,5
20,4,8,9,44,5
20,5,8,12,43,5
20,5,9,11,41,5
20,5,9,15,44,5
20,6,9,16,44,5
20,7,10,17,39,5
20,5,10,19,43,5
20,5,11,15,48,5
20,6,11,21,51,5
20,8,11,22,49,5
20,9,12,23,46,5
20,11,12,24,45,5
20,11,13,24,40,5
20,10,13,25,41,5
20,9,14,25,47,5
20,9,14,27,50,5
20,10,14,28,50,5
20,11,15,27,45,5
20,13,15,28,44,5
20,13,16,27,42,5
20,12,16,29,41,5
20,12,17,24,37,5
20,11,17,29,42,5
20,9,17,30,47,5
20,10,17,30,52,5
20,11,18,30,48,5
20,12,18,30,47,5
20,13,18,31,44,5
20,14,19,29,38,5
20,13,19,30,38,5
20,11,19,30,41,5
20,11,20,31,45,5
20,12,20,30,44,5
20,12,20,30,43,5
20,12,20,30,43,5
20,13,20,30,41,5
20,12,21,29,34,5
20,11,21,29,40,5
20,11,21,29,42,5
20,10,21,29,46,5
20,11,21,29,45,5
20,11,22,26,39,5
20,12,22,27,41,5
20,10,22,27,40,5
20,9,22,27,42,5
20,10,22,26,47,5
20,11,22,26,45,5
20,11,22,26,41,5
20,12,23,24,36,5
20,10,23,24,37,5
20,9,23,24,39,5
20,8,23,23,43,5
20,8,23,23,45,5
20,9,23,23,45,5
20,10,23,22,43,5
20,10,23,22,40,5
20,10,23,21,38,5
20,8,23,21,38,5
20,7,23,20,42,5
20,6,23,20,45,5
20,6,23,19,49,5
20,7,23,19,47,5
20,9,23,18,44,5
20,9,23,18,39,5
20,9,23,18,37,5
20,7,23,17,37,5
20,6,23,17,39,5
20,5,23,16,43,5
20,4,23,16,45,5
20,5,23,15,48,5
20,6,23,15,46,5
20,7,23,14,41,5
20,7,23,14,39,5
20,7,23,14,38,5
20,5,23,13,37,5
20,4,23,13,40,5
20,4,23,12,44,5
20,5,23,12,43,5
20,6,23,11,40,5
20,6,23,11,38,5
20,4,23,10,37,5
20,3,23,10,39,5
20,3,23,9,44,5
20,1,22,10,47,5
20,1,22,10,50,5
20,4,22,9,49,5
20,5,22,9,44,5
20,6,22,9,41,5
20,5,21,8,36,5
20,4,22,8,38,5
20,3,21,9,41,5
20,2,21,8,44,5
20,3,21,8,46,5
20,4,21,8,43,5
20,4,21,8,40,5
20,4,21,8,39,5
20,3,21,8,39,5
20,2,21,8,40,5
20,2,21,7,44,5
20,2,21,7,44,5
20,3,20,10,44,5
20,4,20,8,41,5
20,5,20,8,40,5
20,4,20,8,38,5
20,4,20,8,39,5
20,2,20,8,39,5
20,2,20,8,42,5
20,2,20,8,45,5
20,3,20,8,43,5
20,4,20,8,40,5
20,4,20,8,39,5
20,4,20,8,39,5
20,2,20,8,39,5
20,2,20,8,44,5
20,2,19,10,47,5
20,3,19,9,45,5
20,4,19,9,42,5
20,5,19,9,41,5
20,4,19,9,39,5
20,3,19,9,40,5
20,3,19,9,43,6
20,4,19,10,43,6
20,4,19,10,42,6
20,5,19,10,42,6
20,5,19,10,40,6
20,3,19,10,40,6
20,3,19,10,44,6
20,3,19,10,45,6
20,4,19,11,44,6
20,5,19,11,42,6
20,6,19,11,41,6
20,5,19,11,38,6
20,4,19,11,43,6
20,4,19,11,43,6
20,5,19,11,43,6
20,5,19,12,42,6
20,5,19,12,42,6
20,5,19,12,42,6
20,5,19,13,42,6
20,5,20,11,40,6
20,4,20,11,41,6
20,3,20,11,44,6
20,4,20,11,46,6
20,5,20,11,44,6
20,5,20,11,42,6
20,6,20,11,39,6
20,5,20,11,38,6
20,4,20,11,41,6
20,4,20,11,43,6
20,4,20,11,43,6
20,5,20,11,43,6
20,5,20,11,41,6
20,5,20,11,39,6
20,5,20,11,40,6
20,3,20,11,42,6
20,4,20,11,45,6
20,5,20,11,44,6
20,5,20,11,42,6
20,6,20,11,41,6
20,6,20,11,38,6
20,4,20,11,39,6
20,3,20,11,42,6
20,4,20,11,43,6
20,4,20,11,43,6
20,5,20,11,42,6
20,5,20,11,41,6
20,5,20,11,40,6
20,5,20,11,41,6
20,6,20,11,40,6
20,4,20,11,41,6
20,3,20,11,44,6
20,4,20,11,45,6
20,5,20,11,44,6
20,5,20,11,43,6
20,6,20,11,42,6
20,5,20,11,40,6
20,4,20,11,40,6
20,3,20,11,44,6
20,4,20,11,45,6
20,5,20,11,44,6
20,5,20,11,42,6
20,6,20,11,41,6
20,6,20,11,37,6
20,4,20,11,39,6
20,3,20,11,42,6
20,3,20,11,45,6
20,4,20,11,45,6
20,5,20,11,43,6
20,5,20,11,42,6
20,6,20,11,40,6
20,6,20,11,38,6
20,4,20,11,39,6
20,3,20,11,42,6
20,3,20,11,45,6
20,4,20,11,45,6
20,5,20,11,42,6
20,5,20,11,42,6
20,5,20,11,42,6
20,5,20,11,41,6
20,5,20,11,41,6
20,5,20,11,42,6
20,5,20,11,41,6
20,6,20,11,41,6
20,5,20,11,39,6
20,4,20,11,41,6
20,3,20,11,44,6
20,4,20,11,46,6
20,5,20,11,45,6
20,6,20,11,41,6
20,6,20,11,38,6
20,6,20,11,38,6
20,4,20,11,39,6
20,3,20,11,42,6
20,3,20,11,45,6
20,4,20,11,47,6
20,5,20,11,44,6
20,6,20,11,42,6
20,5,20,11,40,6
20,5,20,11,42,6
20,5,20,11,42,6
20,5,20,11,41,6
20,5,20,11,41,6
20,5,20,11,41,6
20,5,20,11,41,6
20,4,20,11,41,6
20,3,20,11,42,6
20,3,20,11,46,6
20,4,20,11,45,6
20,5,20,11,43,6
20,6,20,11,41,6
20,6,20,11,39,6
20,5,20,11,38,6
20,4,20,11,42,6
20,3,20,11,45,6
20,4,20,11,46,6
20,5,20,11,45,6
20,6,20,11,42,6
20,6,20,11,39,6
20,5,20,11,39,6
20,5,20,11,41,6
20,3,20,11,43,6
20,3,20,11,46,6
20,4,20,11,46,6
20,5,20,11,44,6
20,6,20,11,42,6
20,6,20,11,38,6
20,5,20,11,37,6
20,4,20,11,41,6
20,3,20,11,44,6
20,4,20,11,45,6
20,5,20,11,45,6
20,6,20,11,43,6
20,6,20,11,38,6
20,6,20,11,37,6
20,4,20,11,39,6
20,3,20,11,42,6
20,3,20,11,45,6
20,4,20,11,45,6
20,5,20,11,43,6
20,5,20,11,42,6
20,6,20,11,40,6
20,6,20,11,38,6
20,4,20,11,39,6
20,3,20,11,42,6
20,3,20,11,46,6
20,4,20,11,46,6
20,5,20,11,44,6
20,6,20,11,42,6
20,6,20,11,39,6
20,4,20,11,38,6
20,4,20,11,43,6
20,3,20,11,45,6
20,4,20,11,46,6
20,5,20,11,45,6
20,6,20,11,43,6
20,6,20,11,40,6
20,5,20,11,38,6
20,4,20,11,43,6
20,4,20,11,44,6
20,5,20,11,44,6
20,6,20,11,42,6
20,6,20,11,39,6
20,5,20,11,38,6
20,4,20,11,41,6
20,3,20,11,44,6
20,4,20,11,45,6
32,5,20,15,47,1
32,6,20,17,48,1
32,8,20,19,47,1
32,9,20,20,45,1
32,9,20,22,44,1
32,10,20,24,46,1
32,11,20,26,45,1
32,11,21,27,37,1
32,9,21,28,43,1
32,9,21,30,54,1
32,10,21,32,56,1
32,12,21,33,53,1
32,14,22,33,51,1
32,16,22,36,47,1
32,17,22,37,44,1
32,17,22,39,43,1
32,17,23,39,43,1
32,17,23,41,44,1
32,17,23,42,45,1
32,18,24,41,45,1
32,19,24,44,43,1
32,19,24,45,43,1
32,19,25,44,43,1
32,19,25,47,43,1
32,19,25,48,43,1
32,19,25,49,45,1
32,19,26,49,43,1
32,20,26,50,45,1
32,20,26,51,45,1
32,21,27,51,42,1
32,21,27,52,44,1
32,21,27,53,44,1
32,21,28,50,45,1
32,22,28,53,44,1
32,21,28,54,45,1
32,21,28,54,47,1
32,22,29,53,44,1
32,22,29,55,44,1
32,22,29,55,44,1
32,23,29,56,45,1
32,23,30,55,43,1
32,22,30,56,42,1
32,22,30,56,44,1
32,22,30,56,45,1
32,23,31,56,42,1
32,22,31,56,41,1
32,22,31,56,44,1
32,22,31,56,44,1
32,23,32,53,39,1
32,21,32,56,42,1
32,20,32,56,47,1
32,21,32,56,50,1
32,22,32,56,49,1
32,23,32,56,48,1
32,23,32,56,43,1
32,23,33,55,40,1
32,22,33,55,41,1
32,22,33,55,43,1
32,22,33,54,43,1
32,22,33,54,43,1
32,22,33,54,42,1
32,22,34,53,40,1
32,21,34,53,41,1
32,19,34,53,44,1
32,19,34,52,48,1
32,20,34,52,48,1
32,21,34,52,47,1
32,22,34,51,44,1
32,22,34,51,41,1
32,21,34,51,39,1
32,19,34,51,43,1
32,19,34,50,48,1
32,20,34,50,46,1
32,21,34,50,44,1
32,21,34,49,42,1
32,21,35,49,41,1
32,20,35,48,39,1
32,18,35,48,41,1
32,18,35,47,45,1
32,18,35,47,47,1
32,19,35,46,43,1
32,19,35,46,41,1
32,19,35,45,40,1
32,18,35,45,40,1
32,18,35,44,42,1
32,18,35,44,42,1
32,16,35,44,41,1
32,15,35,43,48,1
32,16,35,43,48,1
32,17,35,45,46,1
32,18,34,43,46,1
32,18,34,42,43,1
32,18,34,42,41,1
32,17,34,42,39,1
32,17,34,41,42,1
32,17,34,41,42,1
32,17,34,41,41,1
32,16,34,40,41,1
32,14,34,40,42,1
32,14,34,40,48,1
32,15,34,40,47,1
32,16,34,39,44,1
32,16,34,39,43,1
32,16,34,39,41,1
32,16,34,38,40,1
32,14,34,38,40,1
32,13,34,38,46,1
32,14,34,37,47,1
32,15,34,37,44,1
32,15,34,37,43,1
32,16,34,37,42,1
32,15,34,36,40,1
32,15,34,36,40,1
32,14,34,36,42,1
32,12,33,37,51,1
32,13,33,36,50,1
32,14,33,36,49,1
32,16,33,36,45,1
32,15,33,36,40,1
32,15,33,35,39,1
32,14,33,35,40,1
32,12,33,35,45,2
32,13,33,35,48,2
32,14,33,35,47,2
32,15,33,35,41,2
32,15,33,34,40,2
32,14,33,34,39,2
32,12,33,34,42,2
32,12,32,39,47,2
32,13,32,35,49,2
32,14,32,35,48,2
32,15,32,35,41,2
32,15,32,35,40,2
32,15,32,35,40,2
32,14,32,35,40,2
32,14,32,35,42,2
32,14,32,35,42,2
32,14,32,35,42,2
32,14,32,35,42,2
32,14,32,35,42,2
32,14,32,35,42,2
32,14,32,35,42,2
32,14,32,35,42,2
32,14,32,35,43,2
32,14,32,35,42,2
32,14,32,35,42,2
32,14,32,35,42,2
32,14,32,35,42,2
32,14,32,35,42,2
32,14,32,35,42,2
32,14,32,35,42,2
32,13,32,35,42,2
32,13,32,35,43,2
32,14,32,35,44,2
32,14,32,35,42,2
32,14,32,35,42,2
32,14,32,35,42,2
32,14,32,35,42,2
32,14,32,35,42,2
32,14,32,35,42,2
32,14,32,35,42,2
32,14,31,37,44,2
32,14,31,36,44,2
32,14,31,36,43,2
32,15,31,36,42,2
32,14,31,36,40,2
32,14,31,38,41,2
32,14,31,36,44,2
32,15,31,36,41,2
32,14,31,37,42,2
32,14,31,37,44,2
32,14,31,37,45,2
32,15,31,37,44,2
32,15,31,37,42,2
32,15,31,37,42,2
32,15,31,37,42,2
32,15,31,38,42,2
32,15,31,38,42,2
32,15,31,38,43,2
32,15,31,38,44,2
32,15,31,38,43,2
32,15,31,38,43,2
32,15,31,39,43,2
32,16,31,39,44,2
32,16,32,34,41,2
32,16,32,38,39,2
32,16,32,38,42,2
32,15,32,38,41,2
32,15,32,38,42,2
32,13,32,38,43,2
32,13,31,38,51,2
32,14,31,36,54,2
32,16,31,41,48,2
32,17,32,39,44,2
32,17,32,41,47,2
32,18,32,39,38,2
32,16,32,39,38,2
32,15,32,39,41,2
32,15,32,39,44,2
32,15,32,39,44,2
32,15,32,39,44,2
32,16,32,39,43,2
32,16,32,39,42,2
32,15,32,39,41,2
32,15,32,39,44,2
32,15,32,39,44,2
32,15,32,39,44,2
32,16,32,39,43,2
32,16,32,39,42,2
32,16,32,39,41,2
32,15,32,39,41,2
32,14,32,39,44,2
32,13,32,39,49,2
32,14,32,39,51,2
32,16,32,39,48,2
32,16,32,39,44,2
32,17,32,39,43,2
32,17,32,39,40,2
32,16,32,39,40,2
32,14,32,39,42,2
32,14,32,39,46,2
32,15,32,39,48,2
32,16,32,39,46,2
32,16,32,39,43,2
32,17,32,39,42,2
32,17,32,39,40,2
32,16,32,39,39,2
32,14,32,39,42,2
32,14,32,39,46,2
32,14,32,39,48,2
32,15,32,39,47,2
32,16,32,39,44,2
32,17,32,39,42,2
32,17,32,39,40,2
32,16,32,39,40,2
32,14,32,39,41,2
32,13,32,39,49,2
32,14,32,39,50,2
32,16,32,39,47,2
32,17,32,39,44,2
32,17,32,39,42,2
32,17,32,39,41,2
32,16,32,39,41,2
32,14,32,39,43,2
32,14,32,39,48,2
32,15,32,39,49,2
32,16,32,39,47,2
32,17,32,39,45,2
32,17,32,39,41,2
32,17,32,39,40,2
32,16,32,39,40,2
32,14,32,39,42,2
32,14,32,39,45,2
32,15,32,39,47,2
32,16,32,39,45,2
32,16,32,39,43,2
32,16,32,39,42,2
32,16,32,39,42,2
32,16,32,39,42,2
32,16,32,39,42,2
32,16,32,39,41,2
32,16,32,39,41,2
32,15,32,39,41,2
32,15,32,39,42,2
32,13,32,39,44,2
32,13,32,39,49,2
32,14,32,39,49,2
32,16,32,39,45,2
32,16,32,39,43,2
32,17,32,39,42,2
32,17,32,39,40,2
32,15,32,39,40,2
32,14,32,39,43,2
32,15,32,39,48,2
32,15,32,39,46,2
32,16,32,39,44,2
32,16,32,39,43,2
32,17,32,39,43,2
32,16,32,39,41,2
32,16,32,39,42,2
32,16,32,39,41,2
32,15,32,39,41,2
32,15,32,39,43,2
32,15,32,39,43,2
32,16,32,39,43,2
32,16,32,39,41,2
32,15,32,39,41,2
32,15,32,39,43,2
32,15,32,39,43,2
32,16,32,39,43,2
32,15,32,39,41,2
32,15,32,39,43,2
32,15,32,39,42,2
8,15,32,33,43,3
8,15,32,30,34,3
8,13,32,26,29,3
8,12,32,22,28,3
8,10,32,19,26,3
8,8,32,15,26,3
8,7,32,12,25,3
8,5,31,10,24,3
8,4,31,5,24,3
8,2,31,2,24,3
8,1,30,2,27,3
8,0,29,1,27,3
8,0,28,0,31,3
8,0,26,0,28,3
8,0,24,0,28,3
8,0,23,0,28,3
8,0,21,0,29,3
8,0,19,0,28,3
8,0,18,1,28,3
8,0,17,0,28,3
8,0,15,1,28,3
8,0,14,0,28,3
8,0,13,0,28,3
8,0,12,0,28,3
8,0,10,2,28,3
8,0,9,3,29,3
8,0,8,3,29,3
8,0,7,5,30,3
8,0,6,7,32,3
8,0,5,6,37,3
8,0,4,7,36,3
8,0,4,5,39,3
8,1,3,7,44,3
8,2,3,7,42,3
8,2,3,8,41,3
8,2,3,9,41,3
8,1,4,9,44,3
8,2,4,10,47,3
8,3,4,10,44,3
8,4,5,9,39,3
8,3,5,10,40,3
8,2,6,10,42,3
8,3,6,10,47,3
8,4,7,10,43,3
8,5,7,10,42,3
8,5,8,9,37,3
8,4,8,9,39,3
8,3,9,8,40,3
8,2,9,9,44,3
8,2,9,8,45,3
8,3,10,6,45,3
8,4,10,7,40,3
8,3,10,7,39,3
8,2,10,7,40,3
8,2,11,5,42,3
8,3,11,5,41,3
8,3,11,5,38,3
8,2,11,4,37,3
8,1,12,2,39,3
8,1,12,3,39,3
8,1,11,3,42,3
8,1,10,4,42,3
8,1,10,3,42,3
8,1,9,3,42,3
8,2,9,3,43,3
8,3,10,0,38,3
8,2,10,2,36,3
8,1,10,2,39,3
8,1,9,4,44,3
8,0,9,2,42,3
8,1,8,3,45,3
8,2,7,4,41,3
8,3,8,3,35,3
8,1,8,3,37,3
8,1,8,3,39,3
8,1,7,5,40,3
8,0,7,4,42,3
8,1,7,4,42,3
8,2,6,5,42,3
8,2,6,5,39,3
8,2,7,4,37,3
8,1,7,5,40,3
8,1,7,5,43,3
8,2,7,5,43,3
8,3,7,5,42,3
8,2,7,5,39,3
8,2,8,3,34,3
8,1,8,5,39,3
8,1,8,5,42,3
8,1,7,5,43,3
8,2,7,5,45,3
8,3,8,4,41,3
8,2,8,5,37,3
8,1,8,5,41,3
8,1,8,5,43,3
8,1,8,5,44,3
8,3,8,5,43,3
8,3,8,5,40,3
8,3,8,5,37,3
8,1,9,4,37,3
8,1,9,4,41,3
8,1,8,6,42,3
8,0,8,4,44,3
8,2,7,6,46,3
8,3,7,5,41,3
8,3,8,4,34,3
8,2,8,5,37,3
8,2,8,5,39,3
8,1,9,2,42,3
8,0,8,6,39,3
8,1,8,5,45,3
8,2,7,6,43,3
8,3,8,0,40,3
8,3,8,5,36,3
8,2,8,5,37,3
8,1,9,3,40,3
8,1,8,7,42,3
8,1,8,5,44,3
8,2,8,9,47,3
8,3,8,5,41,3
8,4,8,5,37,3
8,2,8,5,36,4
8,1,9,4,32,4
8,1,8,4,42,4
8,0,8,5,43,4
8,1,7,7,50,4
8,3,7,6,46,4
8,4,7,6,41,4
8,4,7,6,37,4
8,3,8,4,36,4
8,1,8,5,40,4
8,0,8,5,44,4
8,0,7,10,46,4
8,2,7,6,49,4
8,3,7,6,45,4
8,4,7,6,38,4
8,4,8,4,38,4
8,3,8,6,37,4
8,2,8,6,41,4
8,1,9,4,40,4
8,2,8,7,44,4
8,3,9,6,41,4
8,3,9,5,38,4
8,3,9,5,37,4
8,2,9,5,37,4
8,1,10,3,36,4
8,0,9,5,44,4
8,0,8,9,44,4
8,1,7,10,47,4
8,3,7,6,44,4
8,4,7,6,40,4
8,4,8,3,37,4
8,3,8,5,35,4
8,1,9,5,38,4
8,1,9,4,43,4
8,2,9,4,41,4
8,3,9,4,38,4
8,1,9,4,37,4
8,1,9,4,40,4
8,1,9,4,42,4
8,2,8,5,41,4
8,3,9,2,33,4
8,2,9,3,35,4
8,1,9,3,38,4
8,0,9,3,40,4
8,0,8,4,41,4
8,1,7,6,46,4
8,2,7,4,42,4
8,3,7,5,38,4
8,2,8,5,36,4
8,1,8,4,36,4
8,1,8,4,42,4
8,2,7,5,43,4
8,3,7,5,39,4
8,2,7,5,37,4
8,1,8,4,35,4
8,1,8,5,42,4
8,1,7,6,44,4
8,2,7,5,42,4
8,3,7,6,39,4
8,3,8,4,31,4
8,2,8,5,36,4
8,1,8,5,39,4
8,1,8,5,42,4
8,2,7,6,43,4
8,3,7,6,41,4
8,3,8,4,38,4
8,2,8,5,37,4
8,2,8,5,39,4
8,1,9,4,41,4
8,1,8,5,46,4
8,2,7,10,45,4
8,3,8,1,42,4
8,4,8,5,37,4
8,2,8,5,36,4
8,1,9,3,38,4
8,1,9,5,43,4
8,2,8,10,41,4
8,3,9,3,39,4
8,2,9,4,36,4
8,1,9,4,38,4
8,1,9,4,39,4
8,1,9,4,42,4
8,2,8,6,46,4
8,3,8,4,40,4
8,3,9,3,37,4
8,2,9,3,35,4
8,1,9,3,38,4
8,0,8,8,42,4
8,1,8,4,44,4
8,2,7,5,47,4
8,3,7,5,41,4
8,4,8,4,34,4
8,2,8,4,34,4
8,1,8,4,40,4
8,1,8,4,42,4
8,1,7,7,43,4
8,2,7,5,44,4
8,3,7,5,41,4
8,3,7,5,38,4
8,2,8,4,37,4
8,1,8,5,43,4
8,0,8,5,44,4
8,1,7,8,46,4
8,2,7,6,47,4
8,4,7,6,43,4
8,4,8,6,38,4
8,2,8,5,36,4
8,1,8,5,40,4
8,1,8,5,43,4
8,1,8,5,45,4
8,2,7,6,49,4
8,4,7,6,39,4
8,4,8,5,36,4
8,3,8,5,36,4
8,1,9,3,39,4
8,1,9,5,41,4
8,0,8,4,43,4
8,2,8,5,52,4
8,4,8,5,40,4
8,4,8,5,37,4
8,3,9,4,30,4
8,1,9,4,37,4
8,1,9,4,40,4
8,0,9,4,42,4
8,1,8,5,45,4
8,3,8,3,44,4
8,4,8,5,38,4
8,3,8,5,35,4
8,2,9,2,37,4
8,1,9,4,35,4
8,0,8,6,41,4
8,1,8,4,45,4
8,2,7,5,44,4
8,3,8,2,40,4
8,3,8,5,37,4
8,2,8,5,36,4
8,1,9,2,38,4
8,1,8,5,43,4
8,1,8,5,43,4
8,1,7,8,44,4
8,2,7,5,44,4
8,3,8,6,41,4
8,3,8,5,36,4
8,2,8,5,39,4
8,1,8,5,42,4
8,1,8,5,44,4
8,2,8,5,42,4
8,3,9,0,39,4
8,2,9,4,34,4
8,1,9,4,39,4
8,1,9,4,42,4
8,2,8,9,42,4
8,3,8,4,40,4
8,2,9,2,38,4
8,2,9,3,35,4
8,1,9,3,36,4
8,1,9,3,41,4
8,1,8,6,40,4
8,1,8,4,42,4
8,1,8,4,42,4
8,2,7,5,43,4
8,2,7,5,42,4
8,3,8,2,34,4
8,2,8,4,36,4
8,1,8,4,40,4
8,1,8,4,42,4
8,2,7,5,41,4
8,2,8,2,40,4
8,2,8,4,38,4
20,1,8,7,43,5
20,1,8,9,47,5
20,3,7,13,49,5
20,4,8,13,42,5
20,5,8,15,45,5
20,6,9,11,39,5
20,6,9,17,43,5
20,7,10,19,45,5
20,8,10,20,43,5
20,8,10,21,45,5
20,9,11,22,42,5
20,9,12,23,45,5
20,10,12,24,45,5
20,11,12,25,44,5
20,11,13,25,40,5
20,10,13,27,41,5
20,9,14,27,46,5
20,10,14,28,50,5
20,11,15,29,49,5
20,13,15,29,45,5
20,13,15,30,42,5
20,13,16,29,36,5
20,12,16,30,39,5
20,10,17,29,45,5
20,10,17,30,49,5
20,11,17,31,48,5
20,13,18,28,47,5
20,13,18,31,43,5
20,14,18,31,43,5
20,14,19,30,37,5
20,12,19,31,42,5
20,11,19,31,46,5
20,12,19,31,46,5
20,13,20,31,43,5
20,13,20,31,43,5
20,13,20,31,41,5
20,13,20,31,41,5
20,13,21,30,40,5
20,13,21,30,39,5
20,12,21,29,40,5
20,11,21,29,41,5
20,11,22,28,39,5
20,11,22,28,41,5
20,11,22,28,41,5
20,11,22,27,41,5
20,10,22,27,40,5
20,10,22,27,41,5
20,10,22,27,41,5
20,8,23,24,44,5
20,8,23,25,48,5
20,9,23,25,47,5
20,10,23,24,46,5
20,11,23,24,42,5
20,11,23,23,38,5
20,10,23,23,39,5
20,8,23,22,42,5
20,7,23,22,45,5
20,7,23,22,46,5
20,8,23,21,46,5
20,9,23,21,45,5
20,9,23,20,41,5
20,9,23,20,40,5
20,9,23,19,39,5
20,8,23,19,38,5
20,6,23,22,40,5
20,6,23,18,41,5
20,6,23,17,45,5
20,7,23,17,44,5
20,7,23,16,41,5
20,7,23,16,40,5
20,7,23,16,39,5
20,6,23,15,38,5
20,5,23,15,40,5
20,5,23,14,45,5
20,6,23,14,44,5
20,7,23,13,41,5
20,6,23,13,37,5
20,5,23,12,38,5
20,4,23,12,43,5
20,4,23,12,43,5
20,5,23,11,42,5
20,5,23,11,40,5
